"player_image","player_name","overall","position","club","club_image","league","league_image","nationality","nationality_image","revision","pace","shooting","passing","dribbling","defending","physicality"
"https://cdn.futbin.com/content/fifa22/img/players/5003.png?v=23","Marcos Cafú",93,"RWB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Brazil","https://cdn.futbin.com/content/fifa22/img/nation/54.png","Icon",92,58,85,88,91,86
"https://cdn.futbin.com/content/fifa22/img/players/p50489671.png?v=23","Lionel Messi",93,"RW","Paris SG","https://cdn.futbin.com/content/fifa22/img/clubs/73.png","Ligue 1 Conforama","https://cdn.futbin.com/content/fifa22/img/league/16.png","Argentina","https://cdn.futbin.com/content/fifa22/img/nation/52.png","OTW",85,92,91,95,34,65
"https://cdn.futbin.com/content/fifa22/img/players/1088.png?v=23","Alessandro Nesta",92,"CB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Italy","https://cdn.futbin.com/content/fifa22/img/nation/27.png","Icon",72,42,65,67,94,86
"https://cdn.futbin.com/content/fifa22/img/players/7763.png?v=23","Andrea Pirlo",92,"CM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Italy","https://cdn.futbin.com/content/fifa22/img/nation/27.png","Icon",73,80,95,91,71,67
"https://cdn.futbin.com/content/fifa22/img/players/238384.png?v=23","Carles Puyol Saforcada",92,"CB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Spain","https://cdn.futbin.com/content/fifa22/img/nation/45.png","Icon",70,45,68,58,94,90
"https://cdn.futbin.com/content/fifa22/img/players/238388.png?v=23","Dennis Bergkamp",92,"CF","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Netherlands","https://cdn.futbin.com/content/fifa22/img/nation/34.png","Icon",84,91,86,90,37,78
"https://cdn.futbin.com/content/fifa22/img/players/1183.png?v=23","Fabio Cannavaro",92,"CB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Italy","https://cdn.futbin.com/content/fifa22/img/nation/27.png","Icon",80,43,63,68,95,85
"https://cdn.futbin.com/content/fifa22/img/players/214267.png?v=23","Gary Lineker",92,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","England","https://cdn.futbin.com/content/fifa22/img/nation/14.png","Icon",88,91,73,86,36,76
"https://cdn.futbin.com/content/fifa22/img/players/166149.png?v=23","Hugo Sánchez",92,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Mexico","https://cdn.futbin.com/content/fifa22/img/nation/83.png","Icon",92,93,81,90,44,75
"https://cdn.futbin.com/content/fifa22/img/players/247699.png?v=23","Kenny Dalglish",92,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Scotland","https://cdn.futbin.com/content/fifa22/img/nation/42.png","Icon",90,92,77,90,41,73
"https://cdn.futbin.com/content/fifa22/img/players/247555.png?v=23","Garrincha",92,"RW","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Brazil","https://cdn.futbin.com/content/fifa22/img/nation/54.png","Icon",90,86,92,94,41,67
"https://cdn.futbin.com/content/fifa22/img/players/238428.png?v=23","Peter Schmeichel",92,"GK","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Denmark","https://cdn.futbin.com/content/fifa22/img/nation/13.png","Icon",92,87,88,94,49,90
"https://cdn.futbin.com/content/fifa22/img/players/4231.png?v=23","Rivaldo",92,"LW","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Brazil","https://cdn.futbin.com/content/fifa22/img/nation/54.png","Icon",87,91,88,92,44,78
"https://cdn.futbin.com/content/fifa22/img/players/241.png?v=23","Ryan Giggs",92,"LM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Wales","https://cdn.futbin.com/content/fifa22/img/nation/50.png","Icon",90,80,90,91,44,67
"https://cdn.futbin.com/content/fifa22/img/players/99919927.png?v=23","Iker Casillas",92,"GK","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Spain","https://cdn.futbin.com/content/fifa22/img/nation/45.png","Icon",93,89,85,95,60,91
"https://cdn.futbin.com/content/fifa22/img/players/p67129665.png?v=23","Cristiano Ronaldo",92,"ST","Manchester Utd","https://cdn.futbin.com/content/fifa22/img/clubs/11.png","Premier League","https://cdn.futbin.com/content/fifa22/img/league/13.png","Portugal","https://cdn.futbin.com/content/fifa22/img/nation/38.png","PL POTM SBC",88,94,84,89,35,77
"https://cdn.futbin.com/content/fifa22/img/players/13128.png?v=23","Andriy Shevchenko",91,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Ukraine","https://cdn.futbin.com/content/fifa22/img/nation/49.png","Icon",88,92,72,87,34,75
"https://cdn.futbin.com/content/fifa22/img/players/1256.png?v=23","Clarence Seedorf",91,"CAM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Netherlands","https://cdn.futbin.com/content/fifa22/img/nation/34.png","Icon",80,87,90,88,68,82
"https://cdn.futbin.com/content/fifa22/img/players/190044.png?v=23","Bobby Moore",92,"CB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","England","https://cdn.futbin.com/content/fifa22/img/nation/14.png","Icon",68,64,83,78,93,85
"https://cdn.futbin.com/content/fifa22/img/players/250.png?v=23","David Beckham",92,"RM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","England","https://cdn.futbin.com/content/fifa22/img/nation/14.png","Icon",80,87,95,88,69,82
"https://cdn.futbin.com/content/fifa22/img/players/191695.png?v=23","Emilio Butragueño",92,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Spain","https://cdn.futbin.com/content/fifa22/img/nation/45.png","Icon",94,90,80,92,41,68
"https://cdn.futbin.com/content/fifa22/img/players/256014.png?v=23","Ferenc Puskás",92,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Hungary","https://cdn.futbin.com/content/fifa22/img/nation/23.png","Icon",89,95,90,91,47,77
"https://cdn.futbin.com/content/fifa22/img/players/4833.png?v=23","Hristo Stoichkov",92,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Bulgaria","https://cdn.futbin.com/content/fifa22/img/nation/9.png","Icon",92,93,86,92,50,86
"https://cdn.futbin.com/content/fifa22/img/players/1041.png?v=23","Javier Zanetti",92,"RB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Argentina","https://cdn.futbin.com/content/fifa22/img/nation/52.png","Icon",86,63,88,85,90,81
"https://cdn.futbin.com/content/fifa22/img/players/5589.png?v=23","Luís Figo",92,"RW","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Portugal","https://cdn.futbin.com/content/fifa22/img/nation/38.png","Icon",92,88,89,92,41,80
"https://cdn.futbin.com/content/fifa22/img/players/238440.png?v=23","Paolo Maldini",92,"CB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Italy","https://cdn.futbin.com/content/fifa22/img/nation/27.png","Icon",82,56,74,68,95,81
"https://cdn.futbin.com/content/fifa22/img/players/45661.png?v=23","Raúl González Blanco",92,"CF","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Spain","https://cdn.futbin.com/content/fifa22/img/nation/45.png","Icon",88,92,82,90,47,75
"https://cdn.futbin.com/content/fifa22/img/players/10264.png?v=23","Ruud van Nistelrooy",92,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Netherlands","https://cdn.futbin.com/content/fifa22/img/nation/34.png","Icon",86,91,78,85,37,82
"https://cdn.futbin.com/content/fifa22/img/players/9676.png?v=23","Samuel Eto'o",92,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Cameroon","https://cdn.futbin.com/content/fifa22/img/nation/103.png","Icon",95,93,82,90,47,83
"https://cdn.futbin.com/content/fifa22/img/players/188545.png?v=23","Robert Lewandowski",92,"ST","FC Bayern","https://cdn.futbin.com/content/fifa22/img/clubs/21.png","Bundesliga","https://cdn.futbin.com/content/fifa22/img/league/19.png","Poland","https://cdn.futbin.com/content/fifa22/img/nation/37.png","Rare",78,92,79,86,44,82
"https://cdn.futbin.com/content/fifa22/img/players/51.png?v=23","Alan Shearer",91,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","England","https://cdn.futbin.com/content/fifa22/img/nation/14.png","Icon",81,93,77,78,52,85
"https://cdn.futbin.com/content/fifa22/img/players/121944.png?v=23","Bastian Schweinsteiger",91,"CM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Germany","https://cdn.futbin.com/content/fifa22/img/nation/21.png","Icon",76,86,89,86,86,86
"https://cdn.futbin.com/content/fifa22/img/players/5984.png?v=23","David Trezeguet",91,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","France","https://cdn.futbin.com/content/fifa22/img/nation/18.png","Icon",81,92,70,82,45,80
"https://cdn.futbin.com/content/fifa22/img/players/31432.png?v=23","Didier Drogba",91,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Côte d'Ivoire","https://cdn.futbin.com/content/fifa22/img/nation/108.png","Icon",90,92,77,82,47,90
"https://cdn.futbin.com/content/fifa22/img/players/190043.png?v=23","Pelé",91,"CF","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Brazil","https://cdn.futbin.com/content/fifa22/img/nation/54.png","Icon",94,89,88,93,53,73
"https://cdn.futbin.com/content/fifa22/img/players/242520.png?v=23","Eusébio",91,"CF","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Portugal","https://cdn.futbin.com/content/fifa22/img/nation/38.png","Icon",93,93,88,90,42,74
"https://cdn.futbin.com/content/fifa22/img/players/49369.png?v=23","Fernando Torres",91,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Spain","https://cdn.futbin.com/content/fifa22/img/nation/45.png","Icon",93,90,79,88,45,78
"https://cdn.futbin.com/content/fifa22/img/players/166124.png?v=23","Gheorghe Hagi",91,"CAM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Romania","https://cdn.futbin.com/content/fifa22/img/nation/39.png","Icon",83,89,90,90,43,65
"https://cdn.futbin.com/content/fifa22/img/players/242522.png?v=23","Johan Cruyff",91,"CF","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Netherlands","https://cdn.futbin.com/content/fifa22/img/nation/34.png","Icon",91,89,88,93,41,72
"https://cdn.futbin.com/content/fifa22/img/players/138449.png?v=23","Kaká",91,"CAM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Brazil","https://cdn.futbin.com/content/fifa22/img/nation/54.png","Icon",91,86,88,92,44,73
"https://cdn.futbin.com/content/fifa22/img/players/238193.png?v=23","Lev Yashin",91,"GK","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Russia","https://cdn.futbin.com/content/fifa22/img/nation/40.png","Icon",93,85,73,93,62,92
"https://cdn.futbin.com/content/fifa22/img/players/1116.png?v=23","Marcel Desailly",91,"CB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","France","https://cdn.futbin.com/content/fifa22/img/nation/18.png","Icon",83,52,66,67,90,90
"https://cdn.futbin.com/content/fifa22/img/players/3647.png?v=23","Michael Ballack",91,"CM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Germany","https://cdn.futbin.com/content/fifa22/img/nation/21.png","Icon",81,90,88,83,81,86
"https://cdn.futbin.com/content/fifa22/img/players/5419.png?v=23","Michael Owen",91,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","England","https://cdn.futbin.com/content/fifa22/img/nation/14.png","Icon",90,89,70,88,34,67
"https://cdn.futbin.com/content/fifa22/img/players/238424.png?v=23","Patrick Kluivert",91,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Netherlands","https://cdn.futbin.com/content/fifa22/img/nation/34.png","Icon",86,88,80,83,41,82
"https://cdn.futbin.com/content/fifa22/img/players/246.png?v=23","Paul Scholes",91,"CM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","England","https://cdn.futbin.com/content/fifa22/img/nation/14.png","Icon",72,87,91,80,64,82
"https://cdn.futbin.com/content/fifa22/img/players/48940.png?v=23","Petr Cech",91,"GK","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Czech Republic","https://cdn.futbin.com/content/fifa22/img/nation/12.png","Icon",89,88,80,91,55,92
"https://cdn.futbin.com/content/fifa22/img/players/1605.png?v=23","Robert Pirès",91,"LM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","France","https://cdn.futbin.com/content/fifa22/img/nation/18.png","Icon",88,82,88,89,40,64
"https://cdn.futbin.com/content/fifa22/img/players/237073.png?v=23","Diego Maradona",91,"CAM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Argentina","https://cdn.futbin.com/content/fifa22/img/nation/52.png","Icon",93,87,87,94,38,76
"https://cdn.futbin.com/content/fifa22/img/players/51539.png?v=23","Edwin van der Sar",91,"GK","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Netherlands","https://cdn.futbin.com/content/fifa22/img/nation/34.png","Icon",85,90,81,89,40,95
"https://cdn.futbin.com/content/fifa22/img/players/161840.png?v=23","Fernando Hierro Ruiz",91,"CB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Spain","https://cdn.futbin.com/content/fifa22/img/nation/45.png","Icon",73,68,76,70,93,87
"https://cdn.futbin.com/content/fifa22/img/players/239528.png?v=23","Franco Baresi",91,"CB","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Italy","https://cdn.futbin.com/content/fifa22/img/nation/27.png","Icon",69,48,74,70,94,80
"https://cdn.futbin.com/content/fifa22/img/players/247703.png?v=23","Ian Rush",91,"ST","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Wales","https://cdn.futbin.com/content/fifa22/img/nation/50.png","Icon",86,92,72,86,45,81
"https://cdn.futbin.com/content/fifa22/img/players/23174.png?v=23","Riquelme",91,"CAM","FUT 22 ICONS","https://cdn.futbin.com/content/fifa22/img/clubs/112658.png","Icons","https://cdn.futbin.com/content/fifa22/img/league/2118.png","Argentina","https://cdn.futbin.com/content/fifa22/img/nation/52.png","Icon",70,87,93,93,32,69
